0.005,737.3
0.01,590.1
0.015,677.6
0.02,671.0
0.025,678.4
0.03,758.5
0.035,742.2
0.04,744.5
0.045,744.3
0.05,749.4
0.055,727.3
0.06,722.2
0.065,722.5
0.07,722.5
0.075,722.4
0.08,719.8
0.085,724.2
0.09,723.9
0.095,721.1
0.1,725.0
